Ticker,f1,f2,f3
FBR.JO,-6.722742208543946e-05,-8.119644498217562e-05,0.04583381806573592
FFB.JO,-0.00011494226546582856,2.0143419293225974e-05,0.07065210098748081
FSR.JO,-6.681048145535867e-05,0.00012209386161011047,0.10309203642457174
FTB.JO,-0.00011040887847327498,-1.706397959440657e-05,0.04049816738400591
GFI.JO,-9.484314432984898e-05,1.3005580391468425e-05,0.06918116828686227
GLN.JO,2.74950218062521e-06,-0.00014025884203321888,0.10944130247707669
HAR.JO,-1.293217684567573e-05,-2.7425838484202296e-05,0.09348575975213116
HCI.JO,-2.4216414014326243e-05,-0.00011281780044934263,0.09115226722583014
HMN.JO,2.9520225385190314e-05,-1.52976534589563e-05,0.05267048688190101
HYP.JO,-8.484918216635527e-05,2.595303226747691e-05,0.06830234096095728
IMP.JO,-0.00012546891030489144,4.883921344568097e-05,0.22810626500775935
INL.JO,-8.955301464221118e-05,0.00011047182117995949,0.10255552919621434
INP.JO,-9.676886915062913e-05,8.901369499553166e-05,0.09753845407921949
ITE.JO,-6.263099182561048e-05,3.413971489666923e-05,0.024040608292993634
JSE.JO,-5.4387479704352304e-05,9.701513581281318e-05,0.06388826866779447
KAP.JO,-4.7030814339165526e-05,6.45965952299952e-05,0.12474078168916335
KIO.JO,3.032613993507404e-05,9.298528731674143e-05,0.1342652753238319
KRO.JO,-0.004584867851396808,0.48220560534388685,-0.025197873230567616
KST.JO,-9.280375465672939e-05,-2.615517796401472e-05,0.06600218044394487
LHC.JO,0.00014279610327076674,0.00010428953752779042,0.07253063412452794
LTE.JO,-9.502634526354767e-05,3.054906093291457e-05,0.027601881664140192
MCG.JO,-8.040293243923416e-06,4.404371965313931e-05,0.026344027900227284
MKR.JO,0.00035120154848338993,-0.00016897526016830807,0.27125190488981843
MNP.JO,-3.824683118956024e-05,-6.529699043256575e-05,0.08116807789573358
MRP.JO,-0.00012605409014038106,6.584889480312053e-05,0.10955877989306345
MSP.JO,-5.567712994508458e-05,-4.3767689919641256e-05,0.041713111457506405
MTH.JO,-0.00014502524906428088,-5.355208805091417e-06,0.11654531932747038
MTM.JO,6.207736135463562e-06,0.00015223915390292895,0.07802490080374958
MTN.JO,-0.0001112996856310486,0.0001527171901496849,0.08324647977729907
N91.JO,-8.264168204379434e-05,4.430638975524631e-05,0.10307784839595154
NED.JO,-0.00013940134024034248,0.00010775194576525044,0.10728064516419936
NPH.JO,-0.00012877855695933073,0.00017259529665158171,0.22590869671009328
NPN.JO,-0.00010388363628156979,-8.32422842929887e-05,0.07927825335730666
NRP.JO,-6.214668216889555e-05,-1.5474778014367494e-05,0.04102718081723584
NTC.JO,-6.64516612694758e-05,9.239962803127867e-05,0.0694185719558393
NY1.JO,-8.947300795178016e-05,4.7815757969935835e-05,0.11107263613748386
OCE.JO,-5.245343013435602e-06,-0.00010416796309780003,0.06309207621522055
OMN.JO,-3.90756952938918e-05,7.037875046123922e-05,0.08021803480977782
OMU.JO,-2.248011680471743e-05,1.6825082911826407e-05,0.11895926006289675
OUT.JO,3.891160460283507e-06,9.048318339522604e-05,0.056823775229137424
PAN.JO,0.3792194791249403,0.003514613033830945,-0.01589711633955694
PHP.JO,-3.508815952248549e-05,-6.203168867927202e-05,0.07868671486678018
PIK.JO,0.00010492819619550188,-1.5711140174598416e-05,0.09772845499230118
PMR.JO,-4.553551285688673e-06,0.00018227223625229977,0.07082891371529473
PPC.JO,-0.00011525344464879443,0.00014289127873585026,0.15083644042478095
PPH.JO,0.3752607143458073,0.003614525913622689,0.03228947823935911
PRX.JO,-9.556469137561828e-05,-7.544980931051525e-05,0.07256869891749658
QLT.JO,-0.00010260328064268796,-2.876841340263937e-05,0.1059610972386945
RBX.JO,-2.87636583343129e-05,4.1681851593169825e-05,0.08802862020468805
RCL.JO,-0.00016222559110248643,-1.0340381952657727e-05,0.03720895521791879
RDF.JO,-0.00010776046610754998,2.85849381806339e-05,0.09034000970700724
REM.JO,-0.00018798704591999226,7.145731873677482e-05,0.09036028417734975
RES.JO,-0.00012136347205973968,2.352072694449087e-05,0.0729748459224297
RLO.JO,-4.125981482910663e-05,5.743909321710417e-05,0.09185107443570421
RNI.JO,-0.00015579871454753859,-2.5835157438452496e-05,0.051587218453588754
S32.JO,3.579499602357972e-05,3.680016847821332e-05,0.14036186240443993
SAC.JO,-4.110984422198778e-05,-2.1371235969401492e-05,0.06458486273968177
SAP.JO,2.1450099570637308e-05,-5.39073581300514e-05,0.13906357263711944
SBK.JO,-0.004857261148652309,0.5168400587328856,0.04717859162791228
SHC.JO,-6.93209181188592e-05,8.545717041970944e-05,0.0390402174035092
SHP.JO,-5.6669976145133335e-05,9.440990169525995e-05,0.07746914737070734
SLM.JO,0.38316749114769943,0.003732072781680178,0.02248648824016519
SNT.JO,0.3819653611246242,0.0036819988143682314,-0.02084435782102893
SOL.JO,8.341036697131617e-05,8.459574315520301e-06,0.16098625084652815
SPG.JO,0.3770316284303858,0.0035396947540379162,0.025641792917335288
SPP.JO,-6.470649998863424e-05,9.358637498906598e-05,0.06846835266966246
SRE.JO,-2.2778746158780146e-05,-3.64369189976121e-05,0.033917317756428984
SRI.JO,-1.3369204731742076e-05,-0.00022654960192743605,0.05371887918269854
SSS.JO,-9.749470947920547e-05,2.5443132973556818e-05,0.03535732153624851
SSU.JO,-7.288155173263299e-05,0.0001551097704746011,0.09008829256143233
SSW.JO,-9.359800746344973e-05,-3.804760451701511e-05,0.20287981117503462
SUI.JO,-0.0001930449764373746,-3.426087512614756e-05,0.09281104032400853
TBS.JO,-6.26292956939809e-05,-4.659825344226704e-05,0.05337176859516441
TFG.JO,-0.00011356972214253926,9.080414263425729e-05,0.11725967279176795
TGA.JO,-2.8816429720538355e-05,7.740097901615491e-05,0.06776471658641217
TKG.JO,-0.00017410125560410832,9.455681885524015e-07,0.08454183133731359
TRU.JO,-8.927515979239245e-05,6.535321333880931e-05,0.12631848319595798
TSG.JO,-0.004875850226052761,0.5021886113614451,0.025358866414894845
VAL.JO,-1.2655217951649454e-06,4.06190472966324e-05,0.2104188525512566
VKE.JO,-6.896192247194602e-05,8.303380780554773e-05,0.05924428658357765
VOD.JO,0.37880897743785774,0.0036878981872055915,-0.018187679406708814
WBC.JO,-1.2080932342991392e-05,-0.00016321782539561948,0.09906463505602427
WHL.JO,-5.594353273785397e-05,1.695011595357135e-05,0.07823189275431684
